"","pond","treat","month","temp","sample","group","family","genus","species","feeding","taxon","abundance","bodymass","biomass"
"1120",12,"Warm","Jun",21.8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.109496098548891,0.0547480492744456
"1121",12,"Warm","Jun",21.8,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",5,0.0403135416889232,0.0503919271111541
"1122",12,"Warm","Jun",21.8,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",144,0.00497590053618005,0.179132419302482
"1123",13,"Cold","Jun",19,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",8,0.00849879044998098,0.016997580899962
"1124",13,"Cold","Jun",19,"Mid-column","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",3,0.0177027841949232,0.0132770881461924
"1125",13,"Cold","Jun",19,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.118504169638703,0.0592520848193513
"1126",13,"Cold","Jun",19,"Sediment","Algae","Desmid","Closterium","acerosum","autotroph","AlgaeDesmidClosteriumacerosum",10,0.176990150830997,0.442475377077493
"1127",13,"Cold","Jun",19,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",81,0.0118660242652736,0.24028699137179
"1128",13,"Cold","Jun",19,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",55,0.872393482116551,11.9954103791026
"1129",13,"Cold","Jun",19,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",9,0.0196198804906737,0.0441447311040159
"1130",13,"Cold","Jun",19,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",7,0.0738435091721538,0.129226141051269
"1131",13,"Cold","Jun",19,"Surface","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",99,0.166922812662253,4.13133961339077
"1132",13,"Cold","Jun",19,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",51,0.294212546949484,3.75120997360592
"1133",13,"Cold","Jun",19,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",19,0.991151438772789,4.70796933417075
"1134",14,"Warm","Jun",22.7,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",23,0.147747653768811,0.849549009170666
"1135",14,"Warm","Jun",22.7,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",121,0.795612739322127,24.0672853644943
"1136",14,"Warm","Jun",22.7,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0221717069005046,0.0166287801753785
"1137",14,"Warm","Jun",22.7,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",5,0.0195264935307242,0.0244081169134052
"1138",14,"Warm","Jun",22.7,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",33,0.00520521690313863,0.0429430394508937
"1139",14,"Warm","Jun",22.7,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",24,0.074662738623239,0.447976431739434
"1140",14,"Warm","Jun",22.7,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",11,0.760670424250859,2.09184366668986
"1141",14,"Warm","Jun",22.7,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0106250894075191,0.00265627235187978
"1142",14,"Warm","Jun",22.7,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",3,0.0985993659220588,0.0739495244415441
"1143",14,"Warm","Jun",22.7,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",1,0.335438319599294,0.0838595798998235
"1144",15,"Warm","May",20.5,"Sediment","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",1,0.0026294413180224,0.0006573603295056
"1145",15,"Warm","Jun",23.2,"Mid-column","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",15,0.00235746749844217,0.00884050311915812
"1146",15,"Warm","Jun",23.2,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",1,0.0216970536148505,0.00542426340371263
"1147",15,"Warm","Jun",23.2,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0834564088426129,0.0208641022106532
"1148",15,"Warm","Jun",23.2,"Sediment","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",14,0.00495604069642099,0.0173461424374735
"1149",15,"Warm","Jun",23.2,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",7,0.00452519770571932,0.0079190959850088
"1150",15,"Warm","Jun",23.2,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",12,0.0581111174469626,0.174333352340888
"1151",15,"Warm","Jun",23.2,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",16,1.26220518206516,5.04882072826062
"1152",15,"Warm","Jun",23.2,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",6,0.0196412440770275,0.0294618661155412
"1153",15,"Warm","Jun",23.2,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0174169896715018,0.00435424741787545
"1154",15,"Warm","Jun",23.2,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0290283161191697,0.00725707902979243
"1155",15,"Warm","Jun",23.2,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",2,0.0651726013981082,0.0325863006990541
"1156",15,"Warm","Jun",23.2,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",6,0.415241393906992,0.622862090860488
"1157",16,"Cold","Jun",19.5,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",1,0.00371562446325372,0.00092890611581343
"1158",16,"Cold","Jun",19.5,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",1,0.0381450216503464,0.0095362554125866
"1159",16,"Cold","Jun",19.5,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",12,0.279859754745789,0.839579264237366
"1160",16,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",12,0.262469431479963,0.787408294439888
"1161",16,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",27,0.00798803548689826,0.0539192395365633
"1162",16,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",13,1.48073032390722,4.81237355269847
"1163",16,"Cold","Jun",19.5,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0141609936525035,0.0106207452393777
"1164",16,"Cold","Jun",19.5,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",4,0.0197512089828817,0.0197512089828817
"1165",16,"Cold","Jun",19.5,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.326821546179059,0.16341077308953
"1166",16,"Cold","Jun",19.5,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",11,0.0916430757138246,0.252018458213018
"1167",16,"Cold","Jun",19.5,"Surface","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",23,0.239037176671501,1.37446376586113
"1168",16,"Cold","Jun",19.5,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",2,0.00760566072585678,0.00380283036292839
"1169",17,"Warm","Jun",22.6,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",27,0.0707999640544863,0.477899757367782
"1170",17,"Warm","Jun",22.6,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",14,0.782996943601345,2.74048930260471
"1171",17,"Warm","Jun",22.6,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0150074244090469,0.0112555683067852
"1172",17,"Warm","Jun",22.6,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",3,0.0186240300606496,0.0139680225454872
"1173",17,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",17,0.00268110219121681,0.0113946843126714
"1174",17,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",50,0.0630709476458888,0.788386845573609
"1175",17,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,0.767362716829101,1.72656611286548
"1176",17,"Warm","Jun",22.6,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",2,0.00892169169080392,0.00446084584540196
"1177",17,"Warm","Jun",22.6,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0399139346638583,0.00997848366596457
"1178",17,"Warm","Jun",22.6,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",7,0.335438319599294,0.587017059298764
"1179",18,"Cold","Jun",19.5,"Mid-column","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",34,0.244265960755529,2.07626066642199
"1180",18,"Cold","Jun",19.5,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",10,0.00795899177697509,0.0198974794424377
"1181",18,"Cold","Jun",19.5,"Mid-column","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",6,0.0879092450230116,0.131863867534517
"1182",18,"Cold","Jun",19.5,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",9,0.0177057273436409,0.039837886523192
"1183",18,"Cold","Jun",19.5,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.142649499657018,0.0356623749142545
"1184",18,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Closterium","acerosum","autotroph","AlgaeDesmidClosteriumacerosum",27,0.162007884679893,1.09355322158928
"1185",18,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Closterium","didymotocum","autotroph","AlgaeDesmidClosteriumdidymotocum",4,0.379407812403293,0.379407812403293
"1186",18,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",22,0.00794919178813173,0.0437205548347245
"1187",18,"Cold","Jun",19.5,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",34,0.283724447736822,2.41165780576299
"1188",18,"Cold","Jun",19.5,"Sediment","Ciliate","Blepharismidae","Blepharisma","unknown","heterotroph","CiliateBlepharismidaeBlepharismaunknown",3,0.0626477292132909,0.0469857969099682
"1189",18,"Cold","Jun",19.5,"Sediment","Ciliate","Loxodidae","Loxodes","magnus","heterotroph","CiliateLoxodidaeLoxodesmagnus",5,0.0775216905633658,0.0969021132042072
"1190",18,"Cold","Jun",19.5,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",2,0.0169918861087789,0.00849594305438943
"1191",18,"Cold","Jun",19.5,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",4,0.0210262374513105,0.0210262374513105
"1192",18,"Cold","Jun",19.5,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",2,0.981155734204895,0.490577867102447
"1193",18,"Cold","Jun",19.5,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",3,0.728015627232646,0.546011720424484
"1194",18,"Cold","Jun",19.5,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",121,0.732287903865938,22.1517090919446
"1195",18,"Cold","Jun",19.5,"Surface","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0609715589819727,0.0152428897454932
"1196",19,"Warm","Jun",22.6,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",21,0.077313918191628,0.405898070506047
"1197",19,"Warm","Jun",22.6,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",12,0.538138995830572,1.61441698749172
"1198",19,"Warm","Jun",22.6,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0206765873519445,0.0155074405139584
"1199",19,"Warm","Jun",22.6,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",3,0.0317414019925281,0.023806051494396
"1200",19,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",2,0.00417322361318785,0.00208661180659392
"1201",19,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",11,0.0739814418448073,0.20344896507322
"1202",19,"Warm","Jun",22.6,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",9,0.750060828014755,1.6876368630332
"1203",19,"Warm","Jun",22.6,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",2,0.0117036324612163,0.00585181623060815
"1204",19,"Warm","Jun",22.6,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0399139346638583,0.00997848366596457
"1205",19,"Warm","Jun",22.6,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",38,0.855196007784693,8.12436207395459
"1206",20,"Cold","Jun",18.8,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",5,0.00845340044443256,0.0105667505555407
"1207",20,"Cold","Jun",18.8,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",20,0.39635854391011,1.98179271955055
"1208",20,"Cold","Jun",18.8,"Mid-column","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",22,1.19195720553739,6.55576463045564
"1209",20,"Cold","Jun",18.8,"Mid-column","Ciliate","Blepharismidae","Blepharisma","unknown","heterotroph","CiliateBlepharismidaeBlepharismaunknown",3,0.0801154646818603,0.0600865985113952
"1210",20,"Cold","Jun",18.8,"Mid-column","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",1,1.15194227988346,0.287985569970865
"1211",20,"Cold","Jun",18.8,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",87,0.00766867269690739,0.166793631157736
"1212",20,"Cold","Jun",18.8,"Sediment","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",32,0.345151699969186,2.76121359975349
"1213",20,"Cold","Jun",18.8,"Sediment","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",14,1.11865967109088,3.91530884881807
"1214",20,"Cold","Jun",18.8,"Sediment","Ciliate","Blepharismidae","Blepharisma","unknown","heterotroph","CiliateBlepharismidaeBlepharismaunknown",4,0.0795649917191388,0.0795649917191388
"1215",20,"Cold","Jun",18.8,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",2,0.0232444846080837,0.0116222423040419
"1216",20,"Cold","Jun",18.8,"Sediment","Ciliate","Spirostomidae","Spirostomum","loxodes","heterotroph","CiliateSpirostomidaeSpirostomumloxodes",5,0.726902506885179,0.908628133606473
"1217",20,"Cold","Jun",18.8,"Sediment","Ciliate","Stentoridae","Stentor","roselii","heterotroph","CiliateStentoridaeStentorroselii",1,0.642972484938239,0.16074312123456
"1218",20,"Cold","Jun",18.8,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.352774675059354,0.0881936687648385
"1219",20,"Cold","Jun",18.8,"Surface","Algae","Desmid","Spirogyra","unknown","autotroph","AlgaeDesmidSpirogyraunknown",24,1.24155242051917,7.44931452311502
"1220",1,"Warm","Jul",22.3,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",155,0.00520683691775033,0.201764930562825
"1221",1,"Warm","Jul",22.3,"Mid-column","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",31,0.0873164638393252,0.67670259475477
"1222",1,"Warm","Jul",22.3,"Mid-column","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",2,0.0176579246952909,0.00882896234764545
"1223",1,"Warm","Jul",22.3,"Mid-column","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",1,0.0961454921604164,0.0240363730401041
"1224",1,"Warm","Jul",22.3,"Mid-column","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",1,0.0553809472000549,0.0138452368000137
"1225",1,"Warm","Jul",22.3,"Sediment","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",134,0.00460943270594125,0.154415995649032
"1226",1,"Warm","Jul",22.3,"Sediment","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",3,0.0193228598931482,0.0144921449198611
"1227",1,"Warm","Jul",22.3,"Sediment","Ciliate","Spirofilidae","Stichotricha","secunda","heterotroph","CiliateSpirofilidaeStichotrichasecunda",1,0.0121918927700513,0.00304797319251282
"1228",1,"Warm","Jul",22.3,"Sediment","Meiofauna","Nematoda","unknown","unknown","heterotroph","MeiofaunaNematodaunknownunknown",2,0.243071850550878,0.121535925275439
"1229",1,"Warm","Jul",22.3,"Sediment","Meiofauna","Rotifera","unknown","unknown","heterotroph","MeiofaunaRotiferaunknownunknown",6,0.0249842013175359,0.0374763019763039
"1230",1,"Warm","Jul",22.3,"Surface","Algae","Desmid","Closterium","cynthia","autotroph","AlgaeDesmidClosteriumcynthia",45,0.00235201393794163,0.0264601568018433
"1231",1,"Warm","Jul",22.3,"Surface","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",8,0.00467374032216206,0.00934748064432413
"1232",1,"Warm","Jul",22.3,"Surface","Algae","Desmid","Pleurotaenium","unknown","autotroph","AlgaeDesmidPleurotaeniumunknown",87,0.0785612854603407,1.70870795876241
"1233",1,"Warm","Jul",22.3,"Surface","Ciliate","Loxodidae","Loxodes","rostrum","heterotroph","CiliateLoxodidaeLoxodesrostrum",1,0.0416505939927934,0.0104126484981984
"1234",2,"Cold","Jul",18,"Mid-column","Algae","Desmid","Closterium","parvulum","autotroph","AlgaeDesmidClosteriumparvulum",11,0.00787395640366478,0.0216533801100782
